,hsc_p,degree_p,etest_p,mba_p,salary,gender_F,gender_M,hsc_s_Arts,hsc_s_Commerce,hsc_s_Science,degree_t_Comm&Mgmt,degree_t_Others,degree_t_Sci&Tech,specialisation_Mkt&Fin,specialisation_Mkt&HR
0,0.8570514188180074,0.0571428571428571,0.1041666666666666,58.8,0.0945945945945946,False,True,False,True,False,False,False,True,False,True
1,0.5867292511201195,0.6137142857142859,0.7604166666666666,66.28,0.0,False,True,False,False,True,False,False,True,True,False
2,0.4090226245137384,0.2285714285714286,0.5208333333333333,57.8,0.0675675675675675,False,True,True,False,False,True,False,False,True,False
3,0.4858118199274588,0.4942857142857142,0.975,55.5,0.304054054054054,False,True,False,True,False,True,False,False,True,False
4,0.2809899722637081,0.2857142857142857,0.3541666666666666,62.14,0.0702702702702702,False,True,False,False,True,False,False,True,True,False
5,0.6010241092383188,0.4571428571428572,0.8612500000000001,61.29,0.0418918918918919,False,True,False,True,False,True,False,False,True,False
6,0.4090226245137384,0.1142857142857143,0.25,60.85,0.081081081081081,False,True,False,True,False,True,False,False,False,True
7,0.3748666524429274,0.6371428571428571,0.2083333333333333,63.7,0.0675675675675675,False,True,False,True,False,True,False,False,True,False
8,0.7717089822914445,0.0857142857142856,0.375,68.63,0.0243243243243243,True,False,False,True,False,True,False,False,True,False
9,0.515681672711756,0.3714285714285714,0.4583333333333333,64.66,0.0,True,False,False,True,False,True,False,False,True,False
10,0.3279283123533178,0.2742857142857141,0.2083333333333333,62.54,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
11,0.3449967996586303,0.3637706511175899,0.0099999999999999,77.89,0.0486486486486486,False,True,True,False,False,True,False,False,True,False
12,0.3023255813953489,0.2857142857142857,0.0,56.7,0.0878378378378378,False,True,False,True,False,True,False,False,False,True
13,0.5370172818433967,0.8285714285714286,0.9375,69.06,0.2608108108108108,True,False,False,True,False,True,False,False,True,False
14,0.2127160230424578,0.4637142857142858,0.1152083333333333,68.81,0.2162162162162162,True,False,False,False,True,False,False,True,False,True
15,0.1956475357371453,0.2497142857142855,0.875,63.62,0.1351351351351351,True,False,False,False,True,False,False,True,True,False
16,1.0000000000000002,0.6531428571428572,0.9875,74.01,0.2162162162162162,False,True,False,False,True,False,False,True,True,False
17,0.6010241092383188,0.2857142857142857,0.9166666666666664,57.55,0.054054054054054,False,True,False,True,False,True,False,False,True,False
18,0.3449967996586303,0.2857142857142857,0.375,57.69,0.0878378378378378,False,True,False,True,False,True,False,False,False,True
19,0.5476850864092171,0.3285714285714286,0.4864583333333332,64.15,0.2027027027027027,False,True,False,True,False,True,False,False,True,False
20,0.4836782590142949,0.4857142857142857,0.0416666666666666,56.7,0.0675675675675675,True,False,False,True,False,True,False,False,False,True
21,0.6436953275016002,0.2971428571428573,0.0185416666666667,62.21,0.1054054054054054,True,False,False,True,False,True,False,False,False,True
22,0.3023255813953489,0.7142857142857144,0.7916666666666666,72.78,0.081081081081081,True,False,False,False,True,True,False,False,True,False
23,0.579688500106678,0.4571428571428572,0.4375,62.74,0.1351351351351351,True,False,False,True,False,True,False,False,False,True
24,0.5370172818433967,0.2742857142857141,0.1666666666666666,55.47,0.1621621621621621,True,False,False,False,True,False,False,True,False,True
25,0.1529763174738639,0.2857142857142857,0.0770833333333334,56.86,0.054054054054054,True,False,False,False,True,True,False,False,False,True
26,0.366332408790271,0.2285714285714286,0.8958333333333333,62.56,0.2851351351351351,False,True,False,False,True,False,False,True,True,False
27,0.5583528909750374,0.6857142857142857,0.2083333333333333,66.72,0.1175675675675675,True,False,False,True,False,True,False,False,True,False
28,0.7717089822914445,0.3428571428571428,0.9375,62.9,0.1351351351351351,False,True,False,True,False,True,False,False,False,True
29,0.4730104544484745,0.7142857142857144,0.8125,69.7,0.0,True,False,False,True,False,True,False,False,True,False
30,0.1956475357371453,0.0285714285714285,0.5833333333333333,54.55,0.0054054054054054,False,True,False,True,False,True,False,False,True,False
31,0.2383187540004267,0.3428571428571428,0.2916666666666666,62.46,0.0675675675675675,False,True,False,True,False,True,False,False,True,False
32,0.4772775762748028,0.3542857142857145,0.3125,62.98,0.0,True,False,False,False,True,True,False,False,False,True
33,0.4090036270535524,0.4571428571428572,0.7708333333333333,71.04,0.3378378378378378,False,True,False,False,True,False,False,True,False,True
34,0.1956475357371453,0.3714285714285714,0.4821018835616438,65.56,0.0216216216216216,True,False,False,False,True,True,False,False,False,True
35,0.3364625560059739,0.2571428571428572,0.4375,52.71,0.027027027027027,False,True,False,False,True,True,False,False,False,True
36,0.4388734798378495,0.1542857142857142,0.375,66.88,0.054054054054054,False,True,False,True,False,True,False,False,True,False
37,0.5370172818433967,0.5142857142857143,0.625,63.59,0.2162162162162162,False,True,False,True,False,True,False,False,True,False
38,0.2383187540004267,0.3428571428571428,0.5,57.99,0.0918918918918919,False,True,False,False,True,True,False,False,True,False
39,0.3147002346917005,0.4602857142857143,0.1583333333333333,56.66,0.0878378378378378,False,True,False,False,True,False,False,True,True,False
40,0.4090036270535524,0.4571428571428572,0.2083333333333333,57.24,0.081081081081081,False,True,False,False,True,True,False,False,True,False
41,0.481544698101131,0.3111428571428571,0.2416666666666667,62.48,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
42,0.2852570940900364,0.3257142857142859,0.1875,59.69,0.054054054054054,True,False,False,False,True,False,False,True,True,False
43,0.4730104544484745,0.5428571428571429,0.2291666666666666,58.78,0.054054054054054,False,True,False,True,False,True,False,False,True,False
44,0.4943460635801153,0.2857142857142857,0.3941666666666666,58.46,0.1013513513513513,False,True,False,False,True,True,False,False,False,True
45,0.5903563046724984,0.3142857142857143,0.3897916666666665,60.99,0.1013513513513513,False,True,False,True,False,True,False,False,True,False
46,0.4730104544484745,0.2857142857142857,0.4166666666666666,68.07,0.1013513513513513,False,True,False,False,True,False,False,True,True,False
47,0.216983144868786,0.1714285714285714,0.8125,65.45,0.2162162162162162,False,True,False,False,True,False,False,True,True,False
48,0.4151909537017283,0.4285714285714286,0.9375,66.94,0.054054054054054,False,True,False,True,False,True,False,False,True,False
49,0.3449967996586303,0.6285714285714286,0.9479166666666666,68.53,0.054054054054054,False,True,False,False,True,True,False,False,True,False
50,0.7040751013441433,0.4491428571428572,0.75,59.75,0.0243243243243243,False,True,False,True,False,True,False,False,True,False
51,0.2980584595690206,0.4057142857142858,0.7139583333333333,67.2,0.1837837837837838,False,True,False,True,False,True,False,False,True,False
52,0.4175378707062088,0.4551428571428574,0.2291666666666666,64.27,0.0405405405405405,True,False,True,False,False,True,False,False,True,False
53,0.6223597183699595,0.2571428571428572,0.3958333333333333,57.65,0.4054054054054055,False,True,False,False,True,False,False,True,True,False
54,0.8549178579048433,0.2428571428571428,0.7508333333333335,59.42,0.0945945945945946,False,True,False,False,True,False,False,True,True,False
55,0.2383187540004267,0.3714285714285714,0.3541666666666666,62.35,0.054054054054054,True,False,False,True,False,True,False,False,False,True
56,0.2596543631320674,0.3142857142857143,0.75,70.2,0.1351351351351351,False,True,False,False,True,True,False,False,True,False
57,0.6010241092383188,0.3428571428571428,0.7083333333333333,66.69,0.1351351351351351,False,True,False,False,True,False,False,True,True,False
58,0.2596543631320674,0.4,0.1041666666666666,62.0,0.1351351351351351,False,True,False,False,True,False,False,True,True,False
59,0.8320887561339876,0.6057142857142859,0.5987499999999999,76.18,0.2702702702702703,True,False,False,True,False,True,False,False,True,False
60,0.2596543631320674,0.2285714285714286,0.3541666666666666,57.03,0.027027027027027,False,True,False,True,False,True,False,False,True,False
61,0.2383187540004267,0.4857142857142857,0.1666666666666666,64.36,0.0135135135135135,True,False,False,True,False,True,False,False,False,True
62,0.515681672711756,0.3714285714285714,0.25,62.36,0.0135135135135135,True,False,False,False,True,False,False,True,False,True
63,0.8357158096863666,0.7428571428571429,0.875,68.03,0.1351351351351351,True,False,False,True,False,True,False,False,True,False
64,0.3876680179219117,0.2857142857142857,0.4583333333333333,59.47,0.0405405405405405,True,False,False,False,True,True,False,False,True,False
65,0.2383187540004267,0.2285714285714286,0.0808333333333334,54.97,0.081081081081081,False,True,False,True,False,True,False,False,True,False
66,0.579688500106678,0.2571428571428572,0.947083333333333,62.16,0.2972972972972973,False,True,False,True,False,True,False,False,True,False
67,0.4090036270535524,0.5714285714285715,0.3333333333333333,64.44,0.1351351351351351,True,False,False,False,True,True,False,False,True,False
68,0.4730104544484745,0.2571428571428572,0.4166666666666666,57.31,0.027027027027027,True,False,False,True,False,True,False,False,True,False
69,0.4516748453168339,0.3428571428571428,0.5833333333333333,60.44,0.2432432432432432,False,True,False,True,False,True,False,False,False,True
70,0.216983144868786,0.3428571428571428,0.15625,61.31,0.1351351351351351,True,False,False,True,False,True,False,False,True,False
71,0.579688500106678,0.4857142857142857,0.7291666666666666,65.83,0.054054054054054,False,True,False,False,True,False,False,True,False,True
72,0.2596543631320674,0.2571428571428572,0.1041666666666666,58.23,0.2162162162162162,False,True,False,False,True,True,False,False,False,True
73,0.8357158096863666,0.7714285714285716,0.625,73.52,0.0,False,True,False,True,False,True,False,False,False,True
74,0.665030936633241,0.3714285714285714,0.7083333333333333,58.31,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
75,0.4090036270535524,0.4571428571428572,0.15,54.8,0.0675675675675675,True,False,False,False,True,False,False,True,False,True
76,0.216983144868786,0.1428571428571428,0.1666666666666666,53.94,0.0675675675675675,False,True,False,True,False,True,False,False,False,True
77,0.6010241092383188,0.3142857142857143,0.4614583333333334,63.08,0.1081081081081081,True,False,False,True,False,True,False,False,True,False
78,0.366332408790271,0.3714285714285714,0.0770833333333334,55.01,0.0675675675675675,False,True,False,False,True,True,False,False,False,True
79,0.2596543631320674,0.2857142857142857,0.8125,60.5,0.0216216216216216,True,False,False,False,True,True,False,False,True,False
80,0.4687433326221463,0.3028571428571427,0.9583333333333331,70.85,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
81,0.515681672711756,0.4857142857142857,0.625,67.05,0.054054054054054,False,True,False,False,True,False,False,True,True,False
82,0.6223597183699595,0.6285714285714286,0.9791666666666666,70.48,0.1027027027027027,False,True,False,False,True,False,False,True,False,True
83,0.3748666524429274,0.2457142857142855,0.4821018835616438,64.34,1.0,False,True,False,True,False,True,False,False,True,False
84,0.3449967996586303,0.3885714285714284,0.118125,71.49,0.0675675675675675,True,False,False,False,True,False,False,True,False,True
85,0.3407296778323021,0.3799999999999999,0.6333333333333334,71.0,0.0486486486486486,True,False,True,False,False,True,False,False,True,False
86,0.1743119266055046,0.4857142857142857,0.2083333333333333,56.7,0.054054054054054,False,True,False,True,False,True,False,False,False,True
87,0.4303392361851931,0.238,0.2916666666666666,61.26,0.0675675675675675,False,True,False,False,True,False,True,False,False,True
88,0.4730104544484745,0.4857142857142857,0.5208333333333333,73.33,0.2027027027027027,True,False,False,True,False,True,False,False,True,False
89,0.216983144868786,0.5571428571428572,0.4166666666666666,68.2,0.0135135135135135,True,False,False,False,True,False,False,True,True,False
90,0.1956475357371453,0.3714285714285714,0.1145833333333333,58.4,0.0675675675675675,True,False,False,False,True,True,False,False,False,True
91,0.481544698101131,0.6205714285714286,0.65,76.26,0.2702702702702703,False,True,False,False,True,False,False,True,False,True
92,0.8293151269468745,0.2857142857142857,0.8333333333333333,68.55,0.0675675675675675,False,True,False,True,False,True,False,False,True,False
93,0.1316407083422232,0.1714285714285714,0.625,60.78,0.2162162162162162,True,False,False,False,True,False,True,False,True,False
94,0.366332408790271,0.2285714285714286,0.5083333333333334,53.49,0.1351351351351351,False,True,False,True,False,True,False,False,False,True
95,0.2809899722637081,0.6000000000000001,0.3125,60.98,0.0675675675675675,False,True,False,True,False,True,False,False,False,True
96,0.878387027949648,0.4571428571428572,0.9166666666666664,67.13,0.0675675675675675,True,False,False,True,False,True,False,False,True,False
97,0.1103050992105825,0.3714285714285714,0.1166666666666667,65.63,0.0,True,False,False,False,True,True,False,False,False,True
98,0.2596543631320674,0.4571428571428572,0.125,60.41,0.0337837837837837,False,True,False,True,False,True,False,False,False,True
99,0.2809899722637081,0.4857142857142857,0.9583333333333331,71.77,0.0675675675675675,True,False,False,False,True,False,False,True,True,False
100,0.4090036270535524,0.0857142857142856,0.1666666666666666,54.43,0.027027027027027,False,True,False,True,False,True,False,False,True,False
101,0.2980584595690206,0.3857142857142857,0.125,56.94,0.0878378378378378,False,True,False,True,False,True,False,False,True,False
102,0.1956475357371453,0.4980000000000002,0.2083333333333333,61.29,0.081081081081081,False,True,False,False,True,False,False,True,True,False
103,0.2999786643908684,0.4191428571428572,0.8125,60.39,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
104,0.3164070834222316,0.4357142857142857,0.4583333333333333,63.23,0.2702702702702703,False,True,False,False,True,False,False,True,False,True
105,0.2596543631320674,0.2857142857142857,0.7291666666666666,55.14,0.0445945945945946,False,True,False,False,True,True,False,False,False,True
106,0.4943460635801153,0.2571428571428572,0.6875,62.28,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
107,0.7503733731598038,0.0,0.1458333333333333,64.08,0.054054054054054,True,False,True,False,False,False,True,False,True,False
108,0.1670578195007467,0.0571428571428571,0.125,61.3,0.6621621621621622,False,True,False,False,True,False,False,True,True,False
109,0.3023255813953489,0.5428571428571429,0.6875,58.87,0.0945945945945946,False,True,False,True,False,True,False,False,True,False
110,0.2063153403029657,0.8,1.0,65.25,0.054054054054054,True,False,False,False,True,False,False,True,True,False
111,0.1743119266055046,0.2571428571428572,0.75,62.48,0.1891891891891892,False,True,False,False,True,False,False,True,True,False
112,0.2596543631320674,0.1142857142857143,0.4166666666666666,53.2,0.0675675675675675,False,True,False,False,True,True,False,False,True,False
113,0.3962022615745681,0.2571428571428572,0.625,52.72,0.0743243243243243,False,True,False,False,True,False,False,True,False,True
114,0.2489865585662471,0.1399999999999999,0.9041666666666668,55.03,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
115,0.4943460635801153,0.2571428571428572,0.5208333333333333,72.29,0.1351351351351351,False,True,False,False,True,False,False,True,False,True
116,0.7845103477704287,0.6071428571428572,0.525,66.06,0.1148648648648648,False,True,False,True,False,True,False,False,True,False
117,0.3449967996586303,0.2285714285714286,0.5208333333333333,66.46,0.4054054054054055,False,True,False,False,True,False,False,True,True,False
118,0.4623426498826542,0.21,0.0633333333333333,65.52,0.0675675675675675,True,False,False,True,False,True,False,False,True,False
119,0.2383187540004267,0.1142857142857143,0.2708333333333333,52.38,0.054054054054054,False,True,False,True,False,True,False,False,False,True
120,0.6223597183699595,0.4571428571428572,0.2872916666666666,66.04,0.1216216216216216,False,True,False,True,False,True,False,False,True,False
121,0.1529763174738639,0.0,0.7083333333333333,52.64,0.1351351351351351,False,True,False,True,False,True,False,False,False,True
122,0.0,0.2362857142857141,0.2916666666666666,66.23,0.4054054054054055,False,True,False,False,True,False,False,True,True,False
123,0.1956475357371453,0.0,0.1041666666666666,57.9,0.027027027027027,True,False,False,True,False,True,False,False,False,True
124,0.9850650736078516,0.6571428571428573,0.8125,70.81,0.6081081081081081,True,False,False,True,False,True,False,False,True,False
125,0.1103050992105825,0.3428571428571428,0.4791666666666666,68.07,0.2027027027027027,False,True,False,False,True,False,False,True,False,True
126,0.4410070407510135,0.1942857142857142,0.1458333333333333,56.6,0.0878378378378378,False,True,False,True,False,True,False,False,True,False
127,0.5583528909750374,0.3714285714285714,0.2083333333333333,61.82,0.1027027027027027,False,True,False,True,False,True,False,False,False,True
128,0.4516748453168339,0.6285714285714286,0.6666666666666666,71.43,0.0702702702702702,True,False,False,False,True,False,True,False,False,True
129,0.3129933859611692,0.3142857142857143,0.9375,64.86,0.1081081081081081,False,True,False,False,True,False,False,True,True,False
130,0.216983144868786,0.4571428571428572,0.4583333333333333,61.01,0.0864864864864864,False,True,False,False,True,True,False,False,True,False
131,0.2255173885214423,0.2514285714285714,0.9041666666666668,57.34,0.0945945945945946,False,True,False,True,False,True,False,False,True,False
132,0.2596543631320674,0.0,0.625,56.63,0.1351351351351351,True,False,True,False,False,False,True,False,False,True
133,0.5370172818433967,0.4571428571428572,0.7083333333333333,58.95,0.1013513513513513,False,True,False,True,False,True,False,False,False,True
134,0.2596543631320674,0.6142857142857143,0.5833333333333333,54.48,0.0675675675675675,False,True,False,False,True,False,False,True,True,False
135,0.0462982718156603,1.0,0.1941666666666666,69.71,0.081081081081081,True,False,False,False,True,False,False,True,False,True
136,0.3023255813953489,0.0285714285714285,0.4791666666666666,55.8,0.0878378378378378,False,True,False,True,False,True,False,False,False,True
137,0.1956475357371453,0.2571428571428572,0.7822916666666666,52.81,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
138,0.2596543631320674,0.2857142857142857,0.235,60.11,0.054054054054054,False,True,False,False,True,False,False,True,False,True
139,0.2240238958822274,0.0248571428571428,0.3333333333333333,58.3,0.081081081081081,False,True,False,True,False,True,False,False,False,True
140,0.4730104544484745,0.4857142857142857,0.625,67.69,0.0135135135135135,True,False,False,True,False,True,False,False,True,False
141,0.2383187540004267,0.2571428571428572,0.25,56.81,0.0675675675675675,False,True,False,True,False,True,False,False,True,False
142,0.579688500106678,0.1428571428571428,0.8033333333333333,71.55,0.1351351351351351,False,True,False,True,False,True,False,False,True,False
143,0.4516748453168339,0.2571428571428572,0.3541666666666666,56.49,0.0216216216216216,False,True,False,True,False,True,False,False,True,False
144,0.665030936633241,0.617142857142857,0.8541666666666666,74.49,0.2702702702702703,False,True,False,True,False,True,False,False,True,False
145,0.1956475357371453,0.4571428571428572,0.5,53.62,0.1013513513513513,False,True,False,False,True,False,False,True,True,False
146,0.3449967996586303,0.4857142857142857,0.1875,69.72,0.1283783783783784,False,True,False,True,False,True,False,False,True,False
147,0.3236611905269896,0.0571428571428571,0.4166666666666666,60.23,0.0054054054054054,True,False,False,True,False,True,False,False,False,True
